ID,TICKET_SIZE,USER_ID,DISTRICT_ID,CREATED_AT,ORDER_STATUS,WAREHOUSE_ID
70711,802,8245,621,2023-01-06T19:30:33,delivered,15
70733,800,6154,549,2023-01-06T19:30:43,Failed,8
70797,895,700,552,2023-01-06T19:30:47,cancelled,14
70885,1392,7224,596,2023-01-06T19:31:39,delivered,3
70982,1719,5042,169,2023-01-06T19:32:50,cancelled,3
71026,1620,8261,592,2023-01-06T19:32:54,Failed,1
71084,1086,7697,572,2023-01-06T19:33:08,cancelled,14
71117,13943,298,565,2023-01-06T19:33:18,delivered,13
71192,1253,8275,581,2023-01-06T19:33:21,cancelled,18
71260,982,2908,547,2023-01-06T19:33:32,cancelled,26
71311,11033,184,555,2023-01-06T19:33:38,delivered,8
71400,1347,8267,287,2023-01-06T19:33:59,delivered,9
71475,6611,5402,443,2023-01-06T19:34:26,delivered,12
71515,3583,8273,560,2023-01-06T19:35:29,delivered,4
71558,1494,468,591,2023-01-06T19:37:13,delivered,13
71625,1273,8284,553,2023-01-06T19:38:06,cancelled,4
71722,2070,8291,551,2023-01-06T19:39:17,delivered,4
71822,4404,6152,585,2023-01-06T19:39:42,delivered,21
71882,883,8294,669,2023-01-06T19:39:42,delivered,5
71897,2014,8315,553,2023-01-06T19:40:08,cancelled,4
71915,926,3956,576,2023-01-06T19:40:38,cancelled,14
72013,3702,6090,669,2023-01-06T19:40:46,delivered,5
72101,1145,8298,268,2023-01-06T19:40:59,cancelled,11
72122,10000,4948,499,2023-01-06T19:41:12,cancelled,12
72134,5291,8300,1256,2023-01-06T19:41:21,cancelled,23
72151,2623,8301,586,2023-01-06T19:41:28,delivered,2
72167,8920,4828,585,2023-01-06T19:42:08,delivered,21
72228,1456,5039,221,2023-01-06T19:43:15,cancelled,11
72323,1468,7331,226,2023-01-06T19:43:30,cancelled,3
72393,1018,8314,222,2023-01-06T19:44:19,delivered,11
72466,1307,4249,580,2023-01-06T19:46:04,delivered,4
72516,860,8325,592,2023-01-06T19:46:08,cancelled,1
72540,11673,821,562,2023-01-06T19:47:44,delivered,14
72570,1352,8331,992,2023-01-06T19:48:02,delivered,17
72635,2622,6017,317,2023-01-06T19:49:08,delivered,3
72700,1715,6250,548,2023-01-06T19:49:47,delivered,14
72765,1487,788,593,2023-01-06T19:50:21,delivered,13
72848,2415,805,1058,2023-01-06T19:50:24,delivered,19
72890,12326,7334,715,2023-01-06T19:50:58,delivered,11
72936,3311,5791,700,2023-01-06T19:51:55,cancelled,5
73013,1873,5206,553,2023-01-06T19:52:31,delivered,4
73080,20132,6573,552,2023-01-06T19:52:37,cancelled,14
73126,1862,3671,305,2023-01-06T19:53:58,delivered,3
73222,2465,5613,553,2023-01-06T19:54:29,delivered,4
73232,6998,478,497,2023-01-06T19:54:33,delivered,12
73240,3233,3563,585,2023-01-06T19:55:02,delivered,21
73313,2120,8098,702,2023-01-06T19:55:47,cancelled,26
73335,5107,4135,435,2023-01-06T19:55:49,delivered,11
73373,3996,5731,550,2023-01-06T19:56:01,delivered,21
73393,2419,8120,541,2023-01-06T19:56:31,cancelled,4
73473,5069,816,315,2023-01-06T19:56:33,delivered,7
73524,1736,8114,552,2023-01-06T19:56:49,delivered,14
73579,1650,8118,559,2023-01-06T19:57:06,cancelled,14
73585,292,4603,565,2023-01-06T19:57:53,delivered,29
73651,3975,2975,451,2023-01-06T19:57:58,delivered,7
73695,908,6564,564,2023-01-06T19:58:03,cancelled,26
73727,3517,8130,590,2023-01-06T19:58:21,delivered,2
73797,923,8133,560,2023-01-06T19:58:32,cancelled,4
73834,986,8135,223,2023-01-06T19:58:42,delivered,11
73895,1919,7381,576,2023-01-06T19:59:08,delivered,14
73901,9094,7898,547,2023-01-06T19:59:11,delivered,13
73915,37562,8255,537,2023-01-06T19:59:33,cancelled,14
74015,3721,5072,545,2023-01-06T20:00:13,delivered,14
74021,920,8163,547,2023-01-06T20:00:13,cancelled,26
74115,2750,925,571,2023-01-06T20:00:29,delivered,8
74165,7152,7600,861,2023-01-06T20:01:33,delivered,7
74217,1408,8182,586,2023-01-06T20:01:51,cancelled,2
74269,831,8198,667,2023-01-06T20:03:36,delivered,5
74319,1235,100,318,2023-01-06T20:03:46,cancelled,7
74356,1611,5262,293,2023-01-06T20:05:11,cancelled,22
74426,1942,3958,580,2023-01-06T20:06:25,delivered,4
74437,4265,8243,1257,2023-01-06T20:06:35,delivered,23
74508,5133,972,558,2023-01-06T20:06:44,delivered,1
74596,2687,4187,225,2023-01-06T20:07:18,cancelled,11
74625,4131,7531,584,2023-01-06T20:07:28,delivered,4
74718,1025,7161,586,2023-01-06T20:07:42,cancelled,2
74726,2360,8302,668,2023-01-06T20:09:03,delivered,5
74824,1033,8304,593,2023-01-06T20:09:14,delivered,13
74921,2058,8321,404,2023-01-06T20:09:41,delivered,9
74946,810,8229,551,2023-01-06T20:10:20,delivered,4
74967,2191,337,536,2023-01-06T20:12:17,delivered,14
75040,1530,5926,434,2023-01-06T20:12:25,cancelled,11
75044,2150,1282,562,2023-01-06T20:14:25,cancelled,14
75046,2134,1084,531,2023-01-06T20:14:43,delivered,1
75073,1265,2884,552,2023-01-06T20:16:05,delivered,2
75173,900,2884,552,2023-01-06T20:16:05,delivered,14
75258,3904,8361,730,2023-01-06T20:16:16,delivered,5
75291,1997,8397,547,2023-01-06T20:16:54,delivered,13
75339,1596,8354,567,2023-01-06T20:17:00,delivered,2
75414,1006,8357,292,2023-01-06T20:18:31,delivered,9
75418,1658,507,593,2023-01-06T20:19:20,cancelled,26
75461,1318,3061,531,2023-01-06T20:19:33,delivered,1
75524,3324,472,591,2023-01-06T20:20:25,delivered,13
75548,934,980,230,2023-01-06T20:21:49,delivered,3
75574,2813,7673,448,2023-01-06T20:22:16,delivered,3
75621,1592,6147,333,2023-01-06T20:22:36,delivered,9
75650,1087,2607,534,2023-01-06T20:23:49,cancelled,1
75700,7540,5071,565,2023-01-06T20:24:24,delivered,13
75703,1392,614,563,2023-01-06T20:24:33,delivered,4
75731,983,8384,578,2023-01-06T20:24:45,delivered,4
75744,3405,1128,610,2023-01-06T20:24:52,delivered,9
75791,1890,6043,228,2023-01-06T20:25:05,cancelled,3
75850,803,6025,862,2023-01-06T20:26:00,delivered,7
75882,2228,3612,621,2023-01-06T20:26:20,cancelled,15
75948,2070,5855,318,2023-01-06T20:26:36,delivered,7
76033,818,6233,1260,2023-01-06T20:26:42,delivered,23
76104,865,984,666,2023-01-06T20:26:54,delivered,5
76115,3948,5749,267,2023-01-06T20:27:06,delivered,3
76193,2414,5810,578,2023-01-06T20:27:41,delivered,4
76214,2359,8391,586,2023-01-06T20:27:54,delivered,2
76312,918,8392,719,2023-01-06T20:28:41,delivered,11
76363,1386,3696,555,2023-01-06T20:29:08,delivered,8
76371,900,8394,567,2023-01-06T20:29:30,delivered,2
76378,453,4454,593,2023-01-06T20:32:05,delivered,24
76477,1284,7577,539,2023-01-06T20:32:36,delivered,8
76561,4512,7382,615,2023-01-06T20:34:06,delivered,9
76576,2946,1587,445,2023-01-06T20:35:21,delivered,1
76582,1723,6368,553,2023-01-06T20:36:24,delivered,4
76671,1870,6068,555,2023-01-06T20:38:49,delivered,8
76696,4597,474,551,2023-01-06T20:39:45,delivered,4
76726,1507,749,555,2023-01-06T20:39:52,delivered,8
76762,2720,8045,593,2023-01-06T20:42:11,delivered,13
76812,774,6392,547,2023-01-06T20:42:42,delivered,16
76878,2851,505,670,2023-01-06T20:42:58,delivered,5
76974,2189,7974,591,2023-01-06T20:43:39,delivered,13
77047,1360,6373,578,2023-01-06T20:44:10,delivered,4
77126,1521,4978,567,2023-01-06T20:44:13,delivered,2
77169,950,4654,706,2023-01-06T20:44:16,cancelled,22
77217,915,6003,593,2023-01-06T20:47:05,cancelled,26
77310,2900,8049,572,2023-01-06T20:47:21,delivered,14
77361,1773,414,531,2023-01-06T20:47:51,delivered,1
77412,6063,6037,586,2023-01-06T20:48:03,cancelled,2
77458,810,3317,564,2023-01-06T20:48:18,cancelled,26
77528,3975,5674,545,2023-01-06T20:48:23,delivered,14
77610,6059,6426,668,2023-01-06T20:49:00,delivered,5
77658,990,4182,404,2023-01-06T20:49:24,delivered,9
77729,2525,6102,715,2023-01-06T20:49:50,delivered,11
77757,1504,5080,1161,2023-01-06T20:52:23,delivered,17
77803,1832,6594,571,2023-01-06T20:53:06,delivered,8
77819,2093,7358,537,2023-01-06T20:53:57,cancelled,14
77846,4575,2334,533,2023-01-06T20:54:45,delivered,1
77924,6641,5070,576,2023-01-06T20:54:49,delivered,14
77989,2978,6386,584,2023-01-06T20:54:58,delivered,4
78066,901,6143,1260,2023-01-06T20:55:24,delivered,23
78105,4113,493,565,2023-01-06T20:57:17,delivered,13
78132,4039,6123,169,2023-01-06T20:58:40,cancelled,3
78161,1050,3599,584,2023-01-06T20:58:45,delivered,4
78228,809,3240,568,2023-01-06T20:59:52,cancelled,1
78292,1763,4662,571,2023-01-06T21:00:21,delivered,8
78360,1665,2992,1260,2023-01-06T21:00:50,delivered,23
78435,1085,6385,551,2023-01-06T21:02:00,delivered,4
78469,3985,1339,547,2023-01-06T21:02:06,delivered,13
78525,1368,5958,593,2023-01-06T21:03:17,cancelled,26
78564,5975,7636,399,2023-01-06T21:03:56,delivered,3
78649,8164,3777,590,2023-01-06T21:04:36,delivered,14
78704,2996,6042,565,2023-01-06T21:05:07,delivered,13
78775,4490,6155,333,2023-01-06T21:05:27,delivered,9
78848,209,8346,555,2023-01-06T21:06:53,delivered,25
78876,3682,4288,1162,2023-01-06T21:07:00,delivered,17
78877,4154,8063,301,2023-01-06T21:07:46,delivered,3
78884,2180,3337,405,2023-01-06T21:08:09,cancelled,11
78924,12200,707,592,2023-01-06T21:08:37,delivered,1
78979,4090,8376,586,2023-01-06T21:08:42,cancelled,2
78981,1326,7815,567,2023-01-06T21:08:43,delivered,2
79017,3759,2766,565,2023-01-06T21:09:21,delivered,13
79066,8635,528,1195,2023-01-06T21:10:21,cancelled,7
79123,540,7210,291,2023-01-06T21:11:30,cancelled,27
79143,847,7210,291,2023-01-06T21:11:30,delivered,9
79193,1753,8069,586,2023-01-06T21:12:53,delivered,2
79254,1130,4100,301,2023-01-06T21:13:54,delivered,3
79274,1641,2388,555,2023-01-06T21:16:07,delivered,8
79276,3140,1852,547,2023-01-06T21:16:31,cancelled,26
79307,11561,3267,434,2023-01-06T21:21:21,cancelled,11
79333,1893,6597,582,2023-01-06T21:22:40,delivered,8
79404,4421,450,995,2023-01-06T21:24:39,cancelled,17
79421,3921,5949,453,2023-01-06T21:26:44,delivered,7
79499,2651,886,631,2023-01-06T21:28:12,delivered,12
79579,1532,5873,498,2023-01-06T21:29:20,cancelled,12
79658,1406,4269,313,2023-01-06T21:29:32,delivered,9
79683,5598,4059,497,2023-01-06T21:29:39,delivered,12
79763,1466,6158,313,2023-01-06T21:33:29,delivered,9
79777,1995,686,585,2023-01-06T21:34:03,delivered,21
79876,2153,6307,1258,2023-01-06T21:35:24,delivered,23
79945,3427,4504,565,2023-01-06T21:36:21,delivered,13
79992,2316,7494,531,2023-01-06T21:39:19,delivered,1
80000,1375,6161,291,2023-01-06T21:40:33,delivered,9
80058,979,5056,560,2023-01-06T21:40:51,cancelled,4
80157,1269,7240,542,2023-01-06T21:41:07,delivered,14
80230,2737,5919,296,2023-01-06T21:41:11,delivered,11
80252,11417,7609,550,2023-01-06T21:43:35,delivered,21
80340,6426,4289,565,2023-01-06T21:43:48,delivered,13
80388,2884,2184,565,2023-01-06T21:44:27,delivered,13
80450,4125,1346,585,2023-01-06T21:47:07,delivered,21
80531,2426,6134,671,2023-01-06T21:48:02,cancelled,22
80600,2110,3847,587,2023-01-06T21:49:18,delivered,8
80606,1560,3880,557,2023-01-06T21:49:22,cancelled,4
80665,843,6485,267,2023-01-06T21:49:31,cancelled,3
80676,1499,6803,555,2023-01-06T21:49:50,delivered,8
80712,3030,3335,584,2023-01-06T21:50:29,cancelled,4
80729,989,6083,669,2023-01-06T21:54:52,delivered,5
80739,631,7652,602,2023-01-06T21:54:58,delivered,9
80802,6676,6162,671,2023-01-06T21:57:09,delivered,9
80889,251,433,590,2023-01-06T21:58:24,delivered,18
80910,5088,3672,586,2023-01-06T22:01:29,delivered,2
81004,6718,5998,596,2023-01-06T22:02:18,cancelled,3
81040,3556,5448,555,2023-01-06T22:06:59,delivered,8
81072,958,716,171,2023-01-06T22:09:29,delivered,3
81163,5906,8054,444,2023-01-06T22:09:36,delivered,12
81208,1541,6086,669,2023-01-06T22:10:01,delivered,5
81275,3517,5962,619,2023-01-06T22:11:06,cancelled,15
81296,1120,774,544,2023-01-06T22:13:00,delivered,4
81388,935,4684,590,2023-01-06T22:14:59,delivered,2
81402,3957,6518,587,2023-01-06T22:15:18,cancelled,8
81415,890,4926,555,2023-01-06T22:15:41,delivered,8
81463,5884,4952,565,2023-01-06T22:19:24,cancelled,1
81516,3030,5157,565,2023-01-06T22:21:32,delivered,1
81521,3517,7529,539,2023-01-06T22:22:40,delivered,8
81568,1430,7530,539,2023-01-06T22:23:09,delivered,8
81582,1453,5797,313,2023-01-06T22:28:01,cancelled,22
81585,1069,2921,662,2023-01-06T22:29:52,delivered,12
81634,1042,5871,743,2023-01-06T22:30:50,delivered,11
81661,2460,6082,669,2023-01-06T22:31:43,delivered,5
81697,1775,2770,591,2023-01-06T22:33:37,cancelled,28
81741,1614,2770,591,2023-01-06T22:33:37,cancelled,26
81752,7328,7567,542,2023-01-06T22:34:04,delivered,14
81851,3100,1029,302,2023-01-06T22:35:09,cancelled,3
81901,2770,8064,301,2023-01-06T22:35:27,delivered,3
81975,1499,592,567,2023-01-06T22:35:43,delivered,2
82011,1732,5796,555,2023-01-06T22:36:03,delivered,8
82068,1837,6476,1226,2023-01-06T22:37:56,delivered,12
82153,930,6395,580,2023-01-06T22:39:18,delivered,4
82182,1380,5688,567,2023-01-06T22:40:42,delivered,2
82247,3498,806,860,2023-01-06T22:41:11,delivered,19
82344,8612,7672,762,2023-01-06T22:41:29,delivered,3
82435,821,7951,266,2023-01-06T22:42:14,delivered,3
82485,1801,3795,586,2023-01-06T22:42:25,delivered,2
82500,14454,7363,552,2023-01-06T22:42:27,delivered,14
82560,4122,750,550,2023-01-06T22:43:21,delivered,21
82653,1603,7582,865,2023-01-06T22:44:24,delivered,7
82729,1775,5290,555,2023-01-06T22:46:20,cancelled,8
82745,2669,7709,593,2023-01-06T22:46:20,cancelled,26
82817,2653,1912,702,2023-01-06T22:47:40,delivered,13
82859,1494,5807,551,2023-01-06T22:47:42,cancelled,4
82948,2020,6401,578,2023-01-06T22:48:51,delivered,4
82962,1493,6348,667,2023-01-06T22:49:25,delivered,5
83020,1315,3881,568,2023-01-06T22:49:33,delivered,1
83052,5524,2460,585,2023-01-06T22:54:29,delivered,21
83073,1120,2460,585,2023-01-06T22:54:29,delivered,24
83149,2532,7202,223,2023-01-06T22:56:22,delivered,11
83244,1360,6698,543,2023-01-06T22:58:02,delivered,14
83284,2354,3167,550,2023-01-06T22:59:20,delivered,13
83352,10915,611,555,2023-01-06T23:01:10,delivered,8
83368,1110,5819,1162,2023-01-06T23:01:32,cancelled,17
83467,839,7579,539,2023-01-06T23:02:12,delivered,8
83556,837,6661,229,2023-01-06T23:02:35,delivered,3
83656,868,6167,294,2023-01-06T23:04:23,delivered,9
83723,2109,7324,221,2023-01-06T23:07:55,cancelled,11
83817,2194,6171,1205,2023-01-06T23:08:51,delivered,9
83903,1216,5569,796,2023-01-06T23:10:15,cancelled,5
83986,1777,1468,555,2023-01-06T23:14:36,delivered,8
84023,6122,7412,551,2023-01-06T23:15:29,delivered,4
84116,10589,7162,456,2023-01-06T23:16:01,cancelled,7
84173,1896,5375,530,2023-01-06T23:16:44,delivered,4
84253,3322,3595,313,2023-01-06T23:16:52,delivered,9
84260,2456,7317,565,2023-01-06T23:18:16,delivered,13
84262,6965,3343,550,2023-01-06T23:19:10,cancelled,21
84362,1347,5814,586,2023-01-06T23:19:34,delivered,2
84429,1906,4804,590,2023-01-06T23:21:34,cancelled,14
84492,852,7186,167,2023-01-06T23:25:07,delivered,3
84493,3095,8027,702,2023-01-06T23:26:38,delivered,16
84587,1132,7839,565,2023-01-06T23:28:04,delivered,13
84628,1070,8046,565,2023-01-06T23:28:55,delivered,13
84647,964,4762,551,2023-01-06T23:29:32,delivered,4
84688,2178,1096,667,2023-01-06T23:30:33,delivered,5
84759,4062,7583,539,2023-01-06T23:33:15,delivered,8
84796,4199,4836,301,2023-01-06T23:34:02,cancelled,3
84872,1523,3314,566,2023-01-06T23:34:36,cancelled,14
84944,3509,6413,553,2023-01-06T23:35:03,delivered,4
85026,3695,6057,1226,2023-01-06T23:37:08,delivered,12
85110,1993,5333,580,2023-01-06T23:41:55,delivered,4
85142,2234,3286,565,2023-01-06T23:42:35,delivered,1
85192,933,955,497,2023-01-06T23:43:10,delivered,12
85255,5100,8041,455,2023-01-06T23:44:37,delivered,7
85353,4519,974,401,2023-01-06T23:45:40,delivered,12
85359,2840,796,666,2023-01-06T23:49:06,delivered,5
85396,6440,6080,669,2023-01-06T23:50:16,delivered,5
85465,1860,3549,586,2023-01-06T23:51:44,delivered,2
85543,14243,5014,576,2023-01-06T23:53:07,delivered,14
85568,1701,29,571,2023-01-06T23:53:40,cancelled,8
85582,6004,3543,559,2023-01-06T23:53:42,delivered,14
85607,1772,6578,443,2023-01-06T23:54:22,delivered,12
85678,2305,6442,584,2023-01-06T23:56:04,delivered,4
85763,3094,5839,549,2023-01-06T23:56:23,delivered,8
85811,890,6334,580,2023-01-06T23:56:36,delivered,16
85817,8361,3223,545,2023-01-06T23:56:55,delivered,14
85830,1974,7065,552,2023-01-07T00:00:04,delivered,14
85921,1155,7924,596,2023-01-07T00:00:08,delivered,3
85929,1475,642,593,2023-01-07T00:00:38,delivered,13
85997,2481,904,663,2023-01-07T00:00:38,delivered,15
86011,3800,3107,569,2023-01-07T00:02:38,cancelled,21
86038,3971,919,1226,2023-01-07T00:03:59,delivered,12
86064,2298,6445,580,2023-01-07T00:04:43,delivered,4
86119,1974,6444,561,2023-01-07T00:06:13,delivered,4
86135,1244,4301,442,2023-01-07T00:07:07,cancelled,12
86207,1291,214,593,2023-01-07T00:07:09,delivered,16
86212,991,202,555,2023-01-07T00:08:46,delivered,8
86254,7301,1127,315,2023-01-07T00:11:03,cancelled,7
86271,3119,7643,551,2023-01-07T00:12:38,delivered,4
86364,17566,4569,730,2023-01-07T00:12:55,delivered,5
86425,964,8025,569,2023-01-07T00:12:55,delivered,16
86487,1684,4425,171,2023-01-07T00:13:50,cancelled,3
86576,6167,605,602,2023-01-07T00:14:52,delivered,9
86659,3972,7307,404,2023-01-07T00:15:38,delivered,9
86750,4511,7653,444,2023-01-07T00:18:47,delivered,12
86814,1039,3947,550,2023-01-07T00:20:09,delivered,13
86819,1045,8009,447,2023-01-07T00:20:49,delivered,3
86847,2541,6517,544,2023-01-07T00:21:16,delivered,4
86900,3559,6176,1204,2023-01-07T00:22:16,delivered,9
86943,2422,4172,398,2023-01-07T00:22:59,cancelled,3
86946,1554,8032,171,2023-01-07T00:23:24,delivered,3
86979,1389,7598,539,2023-01-07T00:24:43,cancelled,8
87000,2992,7586,539,2023-01-07T00:24:46,delivered,8
87049,1045,5928,553,2023-01-07T00:24:54,delivered,4
87105,8219,7329,268,2023-01-07T00:25:51,cancelled,11
87141,2564,5191,539,2023-01-07T00:34:03,delivered,8
87157,2565,7903,499,2023-01-07T00:34:36,delivered,12
87193,2006,994,561,2023-01-07T00:34:52,delivered,4
87245,1060,1033,449,2023-01-07T00:35:00,cancelled,7
87286,839,944,547,2023-01-07T00:35:33,delivered,13
87303,2942,3087,586,2023-01-07T00:37:06,delivered,2
87348,9588,1138,572,2023-01-07T00:47:20,delivered,14
87422,2660,3540,602,2023-01-07T00:54:29,cancelled,22
87454,35789,6549,578,2023-01-07T00:54:54,cancelled,4
87533,5909,677,333,2023-01-07T00:55:57,cancelled,22
87556,4485,4081,549,2023-01-07T00:57:06,delivered,8
87570,6601,3968,227,2023-01-07T00:57:25,delivered,3
87582,1473,7406,591,2023-01-07T00:58:38,delivered,13
87646,1038,6177,294,2023-01-07T00:59:44,delivered,9
87663,6385,2216,566,2023-01-07T01:00:11,cancelled,14
87713,2198,5563,613,2023-01-07T01:01:01,cancelled,22
87771,2481,3979,547,2023-01-07T01:04:01,delivered,13
87804,856,1524,555,2023-01-07T01:04:30,delivered,8
87806,8562,849,571,2023-01-07T01:06:18,delivered,8
87807,2096,6182,567,2023-01-07T01:07:55,delivered,2
87818,1631,5708,596,2023-01-07T01:11:56,delivered,3
87835,1070,2850,581,2023-01-07T01:20:05,cancelled,2
87924,1573,4128,301,2023-01-07T01:26:17,delivered,3
87996,2489,6433,266,2023-01-07T01:28:07,delivered,3
87998,2220,3327,333,2023-01-07T01:28:27,delivered,9
88077,1150,6459,584,2023-01-07T01:28:58,delivered,4
88145,5224,5952,578,2023-01-07T01:30:19,delivered,4
88242,989,869,1197,2023-01-07T01:34:31,delivered,12
88276,2862,7360,442,2023-01-07T01:36:15,delivered,12
88347,985,4771,578,2023-01-07T01:36:30,delivered,4
88420,7861,7133,531,2023-01-07T01:36:42,delivered,1
88445,6745,5285,536,2023-01-07T01:41:51,cancelled,14
88449,9065,6321,578,2023-01-07T01:43:48,cancelled,4
88467,4434,936,499,2023-01-07T01:44:09,delivered,12
88549,985,6474,551,2023-01-07T01:50:39,delivered,4
88645,2756,7537,539,2023-01-07T01:55:05,delivered,8
88723,1495,667,582,2023-01-07T01:57:23,delivered,8
88739,5305,4283,567,2023-01-07T01:57:40,delivered,2
88751,376,7453,591,2023-01-07T01:57:46,delivered,29
88820,1536,4961,538,2023-01-07T01:59:13,delivered,10
88856,6483,1061,614,2023-01-07T02:01:29,delivered,9
88860,5831,5163,553,2023-01-07T02:01:58,cancelled,4
88938,630,3044,545,2023-01-07T02:03:01,Failed,14
88959,3037,894,601,2023-01-07T02:10:11,delivered,12
89007,1396,7278,531,2023-01-07T02:10:19,cancelled,1
89044,7018,6475,578,2023-01-07T02:11:58,delivered,4
89067,1730,1380,547,2023-01-07T02:13:37,delivered,16
89096,1712,498,586,2023-01-07T02:25:49,delivered,2
89109,4397,2231,593,2023-01-07T02:26:06,delivered,13
89177,5935,843,1260,2023-01-07T02:30:33,delivered,23
89253,1583,5573,539,2023-01-07T02:35:12,delivered,8
89267,1012,1699,539,2023-01-07T02:37:36,delivered,8
89367,3988,7646,444,2023-01-07T02:43:12,delivered,12
89435,8183,6036,578,2023-01-07T02:49:33,cancelled,4
89463,2785,251,555,2023-01-07T02:55:30,delivered,8
89540,994,4895,222,2023-01-07T02:56:01,delivered,11
89587,957,958,401,2023-01-07T03:06:19,delivered,12
89605,1915,4216,581,2023-01-07T03:14:51,delivered,33
89665,2800,3207,565,2023-01-07T03:14:57,delivered,1
89706,2796,5946,615,2023-01-07T03:17:06,delivered,9
89773,2230,7572,542,2023-01-07T03:19:50,delivered,14
89786,2399,6483,578,2023-01-07T03:20:53,delivered,4
89831,3327,5605,828,2023-01-07T03:27:25,cancelled,19
89922,3476,5945,456,2023-01-07T03:30:16,delivered,7
89994,2063,6466,401,2023-01-07T03:33:08,delivered,12
90046,3823,3230,455,2023-01-07T03:35:11,delivered,7
90051,2441,5449,555,2023-01-07T03:42:47,delivered,8
90134,1122,3874,592,2023-01-07T03:49:29,cancelled,1
90179,3418,4999,311,2023-01-07T03:52:26,delivered,3
90228,1230,937,499,2023-01-07T03:53:41,delivered,12
90237,1160,985,666,2023-01-07T03:57:32,delivered,5
90335,5841,4791,502,2023-01-07T04:01:32,cancelled,12
90418,5035,1014,571,2023-01-07T04:07:24,delivered,8
90430,1134,4609,578,2023-01-07T04:07:26,delivered,4
90464,2976,3118,590,2023-01-07T04:15:11,delivered,14
90537,3973,6547,592,2023-01-07T04:21:36,delivered,1
90585,2396,688,584,2023-01-07T04:28:32,delivered,4
90651,5891,4882,593,2023-01-07T04:33:42,delivered,13
90744,2165,6414,316,2023-01-07T04:41:25,delivered,12
90811,3033,2991,702,2023-01-07T04:49:11,cancelled,26
90819,4731,7777,593,2023-01-07T04:57:25,delivered,13
90915,1368,6186,705,2023-01-07T05:02:25,delivered,9
90940,12773,1473,552,2023-01-07T05:02:44,cancelled,14
90981,1605,6488,560,2023-01-07T05:05:41,delivered,4
91004,2753,712,591,2023-01-07T05:21:17,delivered,13
91104,2804,197,561,2023-01-07T05:34:22,delivered,4
91114,2223,4724,593,2023-01-07T05:42:27,delivered,13
91125,418,540,552,2023-01-07T05:49:56,delivered,18
91220,251,4724,593,2023-01-07T06:11:42,delivered,29
91250,7618,6188,404,2023-01-07T06:19:15,delivered,9
91278,1121,6487,551,2023-01-07T06:22:20,delivered,4
91356,3796,5389,558,2023-01-07T06:23:26,delivered,1
91399,4231,2556,547,2023-01-07T06:28:43,delivered,13
91477,3977,436,586,2023-01-07T06:47:56,delivered,2
91532,2418,5860,171,2023-01-07T06:53:51,delivered,3
91560,2264,3026,550,2023-01-07T07:03:03,delivered,21
91574,4260,6189,602,2023-01-07T07:08:53,delivered,9
91604,3246,7376,587,2023-01-07T07:14:33,delivered,8
91607,1632,4567,548,2023-01-07T07:17:21,delivered,14
91672,8626,935,405,2023-01-07T07:33:00,delivered,11
91699,2639,6528,560,2023-01-07T07:36:27,delivered,4
91709,1711,6502,537,2023-01-07T07:38:51,cancelled,14
91781,1790,7378,287,2023-01-07T07:46:57,delivered,9
91831,1212,6026,546,2023-01-07T07:56:19,cancelled,4
91872,900,5301,536,2023-01-07T08:01:19,delivered,14
91889,626,3777,590,2023-01-07T08:02:42,delivered,18
91950,2880,3918,404,2023-01-07T08:04:35,delivered,9
91959,801,5535,585,2023-01-07T08:08:47,cancelled,21
91980,928,1778,542,2023-01-07T08:17:09,delivered,14
92033,12412,5114,171,2023-01-07T08:20:03,cancelled,3
92104,1810,3111,287,2023-01-07T08:22:43,cancelled,22
92115,2512,2559,539,2023-01-07T08:23:17,delivered,8
92162,1206,6469,401,2023-01-07T08:34:22,delivered,12
92212,862,3937,552,2023-01-07T08:36:13,delivered,14
92224,1847,7638,400,2023-01-07T08:39:56,delivered,3
92236,3435,2965,543,2023-01-07T08:41:20,delivered,14
92254,7522,5744,561,2023-01-07T08:47:02,delivered,4
92259,8273,4127,1196,2023-01-07T08:48:03,delivered,12
92316,1295,3785,581,2023-01-07T09:07:40,delivered,2
92324,3247,4995,547,2023-01-07T09:09:40,delivered,13
92423,1777,6544,578,2023-01-07T09:10:03,delivered,4
92487,4393,412,319,2023-01-07T09:13:12,delivered,7
92561,1539,7753,444,2023-01-07T09:17:28,delivered,12
92569,3139,6191,615,2023-01-07T09:20:23,delivered,9
92638,1376,7540,549,2023-01-07T09:21:22,delivered,8
92669,2498,5717,296,2023-01-07T09:27:52,delivered,11
92680,7642,552,531,2023-01-07T09:42:19,delivered,1
92761,2082,3020,551,2023-01-07T09:43:32,cancelled,4
92812,3735,3344,550,2023-01-07T09:45:16,delivered,21
92847,1161,6000,593,2023-01-07T09:55:23,delivered,13
92881,969,640,593,2023-01-07T09:57:44,delivered,13
92919,1503,7444,590,2023-01-07T10:06:32,delivered,14
92998,5619,6431,553,2023-01-07T10:14:10,delivered,4
93078,2329,3487,560,2023-01-07T10:14:31,delivered,4
93105,2449,7740,297,2023-01-07T10:18:04,delivered,9
93140,3195,6440,405,2023-01-07T10:22:36,delivered,11
93144,10178,9,566,2023-01-07T10:23:51,delivered,14
93239,1480,951,502,2023-01-07T10:24:46,delivered,12
93281,1331,7588,578,2023-01-07T10:26:20,delivered,4
93329,852,5938,225,2023-01-07T10:30:29,cancelled,11
93423,2172,5741,445,2023-01-07T10:33:55,delivered,1
